"id","region","district","municipality","parish","lat","lon","origin","alert_date","alert_hour","extinction_date","extinction_hour","firstInterv_date","firstInterv_hour","alert_source","village_area","vegetation_area","farming_area","village_veget_area","total_area","intentional_cause"
1815,"Ribatejo e Oeste","Santarém","Rio Maior","Rio Maior","39º20'41.3592000000023''","8º57'26.3880000000024''","firepit",2014-07-30 01:00:00,11:33:00,2014-07-30 01:00:00,12:25:00,2014-07-30 01:00:00,11:42:00,NA,0.0298,0,0,0.0298,0.0298,0
1816,"Beira Litoral","Aveiro","Albergaria-a-Velha","Albergaria-a-Velha","40º41'31.4267999999907''","8º29'34.2168000000028''","firepit",2014-07-30 01:00:00,11:45:00,2014-07-30 01:00:00,12:30:00,2014-07-30 01:00:00,11:53:00,NA,0.21,0,0,0.21,0.21,0
1817,"Alentejo","Portalegre","Gavião","Gavião","39º25'50.0052000000011''","7º57'6.77520000000122''","agriculture",2014-07-30 01:00:00,12:33:00,2014-07-30 01:00:00,13:43:00,2014-07-30 01:00:00,12:45:00,NA,0,0,0.1161,0,0.1161,0
1818,"Beira Litoral","Coimbra","Montemor-o-Velho","Arazede","40º16'38.0423999999999''","8º40'32.1167999999979''","firepit",2014-07-30 01:00:00,12:37:00,2014-07-30 01:00:00,13:00:00,2014-07-30 01:00:00,12:45:00,NA,0.18,0.53,0,0.71,0.71,0
1819,"-","Portalegre","Elvas","Assunção, Ajuda, Salvador e Santo Ildefonso","38º51'25''","7º11'13''","agriculture",2014-07-30 01:00:00,13:01:00,2014-07-30 01:00:00,13:40:00,NA,NA,NA,0,0,0.0842,0,0.0842,0
1820,"Trás-os-Montes","Viseu","Sernancelhe","Sernancelhe","40º51'12.4308000000065''","7º29'42.3599999999995''","firepit",2014-07-30 01:00:00,13:15:00,2014-07-30 01:00:00,13:55:00,2014-07-30 01:00:00,13:22:00,NA,0,0.01,0,0.01,0.01,1
1821,"Ribatejo e Oeste","Lisboa","Mafra","Milharado","38º54'37.6056000000011''","9º11'29.2307999999971''","firepit",2014-07-30 01:00:00,13:25:00,2014-07-30 01:00:00,14:50:00,2014-07-30 01:00:00,13:41:00,NA,0,0.25,0,0.25,0.25,0
1822,"-","Porto","Marco de Canaveses","Penhalonga e Paços de Gaiolo","41º5'11''","8º8'39''","firepit",2014-07-30 01:00:00,14:05:00,2014-07-30 01:00:00,14:37:00,2014-07-30 01:00:00,14:10:00,NA,0.1,0,0,0.1,0.1,0
1823,"Entre Douro e Minho","Braga","Vieira do Minho","Rossas","41º35'13.0127999999985''","8º4'25.8420000000014''","firepit",2014-07-30 01:00:00,15:30:00,2014-07-30 01:00:00,18:20:00,2014-07-30 01:00:00,15:42:00,NA,0.15,0.15,0,0.3,0.3,0
1824,"Ribatejo e Oeste","Santarém","Tomar","São João Batista","39º35'48.0011999999874''","8º24'47.6640000000002''","firepit",2014-07-30 01:00:00,15:31:00,2014-07-30 01:00:00,16:25:00,2014-07-30 01:00:00,15:33:00,NA,0,0.01,0,0.01,0.01,1
1825,"Entre Douro e Minho","Porto","Marco de Canaveses","Sobretâmega","41º11'44.0736000000095''","8º9'50.8607999999994''","firepit",2014-07-30 01:00:00,15:54:00,2014-07-30 01:00:00,17:20:00,2014-07-30 01:00:00,16:00:00,NA,0,0.05,0,0.05,0.05,0
1826,"Beira Interior","Castelo Branco","Sertã","Várzea dos Cavaleiros","39º48'51.6420000000107''","7º59'24.5472000000005''","agriculture",2014-07-30 01:00:00,16:02:00,2014-07-30 01:00:00,18:15:00,2014-07-30 01:00:00,16:13:00,NA,0,0,0.02,0,0.02,0
1827,"-","Viseu","Cinfães","União das freguesias de Alhões, Bustelo, Gralheira e Ramires","41º2'36''","8º0'50''","firepit",2014-07-30 01:00:00,16:09:00,2014-07-30 01:00:00,18:26:00,2014-07-30 01:00:00,16:27:00,NA,0,0.02,0,0.02,0.02,0
1828,"Alentejo","Évora","Portel","Santana","00:38:17","07:45:00","fire",2014-07-30 01:00:00,16:20:00,2014-07-30 01:00:00,17:37:00,2014-07-30 01:00:00,16:30:00,NA,5.76,0,0,5.76,5.76,0
1829,"-","Guarda","Gouveia","Lagarinhos","00:40:28.690","00:07:39.550","firepit",2014-07-30 01:00:00,18:58:00,2014-07-30 01:00:00,21:44:00,2014-07-30 01:00:00,19:09:00,NA,0,0.001,0,0.001,0.001,0
1830,"Algarve","Faro","Faro","Sé","00:37:00.100","00:07:54.500","firepit",2014-07-30 01:00:00,21:11:00,2014-07-30 01:00:00,21:35:00,2014-07-30 01:00:00,21:15:00,NA,0,0.001,0,0.001,0.001,0
1831,"-","Santarém","Abrantes","Aldeia do Mato","00:39:32.900","00:08:16.300","firepit",2014-07-30 01:00:00,21:40:00,2014-07-30 01:00:00,22:10:00,2014-07-30 01:00:00,22:03:00,NA,0,0.0032,0,0.0032,0.0032,1
1832,"Entre Douro e Minho","Braga","Celorico de Basto","Arnoia","41:21:49","08:00:44","firepit",2014-07-30 01:00:00,21:40:00,2014-07-31 01:00:00,01:00:00,2014-07-30 01:00:00,21:43:00,NA,0.6,0,0,0.6,0.6,1
1833,"Alentejo","Beja","Castro Verde","Santa Bárbara de Padrões","00:37:38.400","00:07:58.100","agriculture",2014-07-30 01:00:00,21:55:00,2014-07-30 01:00:00,23:05:00,2014-07-30 01:00:00,22:18:00,NA,0,0,0.12,0,0.12,1
1834,"Trás-os-Montes","Vila Real","Chaves","Vila Verde de Raia","41º44'27''","7º28'35''","firepit",2014-07-30 01:00:00,21:55:00,2014-07-30 01:00:00,23:45:00,2014-07-30 01:00:00,22:05:00,NA,0,0.02,0,0.02,0.02,0
1835,"Beira Litoral","Leiria","Pombal","Pombal","39º53'18.8304000000085''","8º40'15.2759999999972''","firepit",2014-07-30 01:00:00,22:40:00,2014-07-31 01:00:00,02:00:00,2014-07-30 01:00:00,23:05:00,NA,0.1,0.01,0,0.11,0.11,1
1836,"Trás-os-Montes","Viseu","Moimenta da Beira","Caria","40º55'56.4456000000092''","7º36'17.1540000000016''","firepit",2014-07-31 01:00:00,01:20:00,2014-07-31 01:00:00,02:39:00,2014-07-31 01:00:00,01:33:00,NA,0,0.04,0,0.04,0.04,0
1837,"Entre Douro e Minho","Aveiro","Oliveira de Azeméis","Travanca","40º48'51.0083999999989''","8º28'40.9008000000004''","firepit",2014-07-31 01:00:00,13:57:00,2014-07-31 01:00:00,14:50:00,2014-07-31 01:00:00,14:07:00,NA,0,0.077,0,0.077,0.077,0
1838,"Beira Litoral","Aveiro","Anadia","Sangalhos","1900-01-01 16:28:46","00:08:29","agriculture",2014-07-31 01:00:00,14:07:00,2014-07-31 01:00:00,15:50:00,2014-07-31 01:00:00,14:18:00,NA,0,0,0.13,0,0.13,1
1839,"Ribatejo e Oeste","Santarém","Ourém","Fátima","00:39:37.272","00:08:39.168","agriculture",2014-07-31 01:00:00,14:22:00,2014-07-31 01:00:00,16:25:00,2014-07-31 01:00:00,14:28:00,NA,0,0,0.1156,0,0.1156,0
1840,"Alentejo","Portalegre","Sousel","Sousel","39º0'48.7512000000038''","7º39'40.2300000000002''","agriculture",2014-07-31 01:00:00,15:25:00,2014-07-31 01:00:00,17:50:00,2014-07-31 01:00:00,15:25:00,NA,0,0,0.5,0,0.5,0
1841,"Alentejo","Portalegre","Fronteira","Fronteira","39º5'34.3752000000109''","7º38'59.2368000000001''","fire",2014-07-31 01:00:00,15:46:00,2014-08-01 01:00:00,02:25:00,2014-07-31 01:00:00,15:55:00,NA,28.54,0,149,28.54,177.54,0
1842,"Trás-os-Montes","Bragança","Freixo de Espada à Cinta","Freixo de Espada à Cinta","41º4'33.6972000000122''","6º46'57.3671999999993''","agriculture",2014-07-31 01:00:00,16:41:00,2014-07-31 01:00:00,18:12:00,2014-07-31 01:00:00,16:45:00,NA,0,0,0.31,0,0.31,0
1843,"-","Aveiro","Aveiro","Aradas","40:38:06","08:39:00","agriculture",2014-07-31 01:00:00,16:46:00,2014-07-31 01:00:00,17:30:00,2014-07-31 01:00:00,16:52:00,NA,0,0,3e-04,0,3e-04,0
1844,"Trás-os-Montes","Vila Real","Montalegre","Venda Nova","00:41:41.104","00:07:57.624","fire",2014-07-31 01:00:00,17:12:00,2014-07-31 01:00:00,18:25:00,2014-07-31 01:00:00,17:22:00,NA,1,0,0,1,1,0
1845,"Trás-os-Montes","Viseu","Lamego","Penude","41º5'0.884400000001051''","7º50'55.3488000000009''","firepit",2014-07-31 01:00:00,17:24:00,2014-07-31 01:00:00,18:00:00,2014-07-31 01:00:00,17:36:00,NA,0,0.01,0,0.01,0.01,0
1846,"Entre Douro e Minho","Braga","Esposende","Vila Chã","41º34'18.5195999999883''","8º45'16.6428000000018''","firepit",2014-07-31 01:00:00,18:38:00,2014-07-31 01:00:00,19:03:00,2014-07-31 01:00:00,18:45:00,NA,0,0.14,0,0.14,0.14,1
1847,"Beira Litoral","Guarda","Seia","Paranhos","00:40:28.600","00:07:49.600","fire",2014-07-31 01:00:00,19:05:00,2014-07-31 01:00:00,22:00:00,2014-07-31 01:00:00,19:26:00,NA,0,1,0,1,1,1
1848,"Beira Litoral","Viseu","Viseu","Cavernães","40º41'59.6760000000097''","7º49'18.9948000000003''","firepit",2014-07-31 01:00:00,19:54:00,2014-07-31 01:00:00,20:40:00,2014-07-31 01:00:00,20:10:00,NA,0.29,0,0,0.29,0.29,1
1849,"Beira Litoral","Viseu","Viseu","Cavernães","40º41'53.124000000002''","7º48'53.4672000000005''","firepit",2014-07-31 01:00:00,20:15:00,2014-07-31 01:00:00,20:35:00,2014-07-31 01:00:00,20:16:00,NA,0,0.003,0,0.003,0.003,1
1850,"-","Braga","Póvoa de Lanhoso","Campos","41:38:37","08:16:42","firepit",2014-07-31 01:00:00,20:16:00,2014-07-31 01:00:00,22:10:00,2014-07-31 01:00:00,20:19:00,NA,0.1,0,0,0.1,0.1,0
1851,"Trás-os-Montes","Bragança","Mirandela","São Pedro Velho","41º41'28.5612000000123''","7º10'11.2764000000009''","fire",2014-07-31 01:00:00,21:31:00,2014-07-31 01:00:00,23:15:00,2014-07-31 01:00:00,21:43:00,NA,0.94,0.1,0,1.04,1.04,1
1852,"-","Santarém","Tomar","Madalena","00:39:34.956","00:08:25.684","firepit",2014-08-01 01:00:00,01:09:00,2014-08-01 01:00:00,01:40:00,2014-08-01 01:00:00,01:22:00,NA,0,0.0025,0,0.0025,0.0025,1
1853,"Beira Litoral","Aveiro","Anadia","Sangalhos","00:40:29.700","00:08:28.500","firepit",2014-08-01 01:00:00,01:23:00,2014-08-01 01:00:00,02:10:00,2014-08-01 01:00:00,01:30:00,NA,0,0.0188,0,0.0188,0.0188,1
1854,"Ribatejo e Oeste","Santarém","Tomar","Asseiceira","39º31'20.593200000007''","8º22'8.25599999999824''","firepit",2014-08-01 01:00:00,01:25:00,2014-08-01 01:00:00,03:02:00,2014-08-01 01:00:00,01:40:00,NA,0.0952,0,0,0.0952,0.0952,1
1855,"Trás-os-Montes","Bragança","Mirandela","Torre de Dona Chama","41º37'53.1119999999947''","7º7'13.0368000000014''","firepit",2014-08-01 01:00:00,03:22:00,2014-08-01 01:00:00,04:45:00,2014-08-01 01:00:00,03:23:00,NA,0,0.4,0.12,0.4,0.52,1
1856,"Ribatejo e Oeste","Santarém","Benavente","Samora Correia","38º54'55.3140000000047''","8º52'40.6092000000025''","agriculture",2014-08-01 01:00:00,07:17:00,2014-08-01 01:00:00,08:20:00,2014-08-01 01:00:00,07:34:00,NA,0,0,0.19,0,0.19,0
1857,"Algarve","Faro","Faro","Estói","00:37:04.200","00:07:53.300","agriculture",2014-08-01 01:00:00,10:25:00,2014-08-01 01:00:00,11:57:00,2014-08-01 01:00:00,10:40:00,NA,0,0,0.2676,0,0.2676,0
1858,"Beira Litoral","Aveiro","Ovar","Esmoriz","40º57'43.7616000000008''","8º38'16.7063999999993''","firepit",2014-08-01 01:00:00,12:09:00,2014-08-01 01:00:00,13:10:00,2014-08-01 01:00:00,12:15:00,NA,0,0.1055,0,0.1055,0.1055,0
1859,"Alentejo","Beja","Aljustrel","Aljustrel","00:37:52.600","00:08:11","agriculture",2014-08-01 01:00:00,12:42:00,2014-08-01 01:00:00,15:41:00,2014-08-01 01:00:00,12:49:00,NA,0,0,5e-04,0,5e-04,0
1860,"Beira Litoral","Aveiro","Albergaria-a-Velha","Albergaria-a-Velha","40º41'20.385600000011''","8º28'47.0819999999979''","firepit",2014-08-01 01:00:00,13:06:00,2014-08-01 01:00:00,14:18:00,2014-08-01 01:00:00,13:20:00,NA,0.01,0,0,0.01,0.01,0
1861,"Trás-os-Montes","Bragança","Torre de Moncorvo","Torre de Moncorvo","41º10'45.069600000005''","7º4'8.12639999999995''","firepit",2014-08-01 01:00:00,13:58:00,2014-08-01 01:00:00,17:05:00,2014-08-01 01:00:00,14:00:00,NA,0,0.78,0,0.78,0.78,0
1862,"Trás-os-Montes","Viseu","Penedono","Póvoa de Penela","41º2'33.2880000000034''","7º22'50.2032000000006''","fire",2014-08-01 01:00:00,14:23:00,2014-08-01 01:00:00,22:25:00,2014-08-01 01:00:00,14:25:00,NA,38.91,73.09,0,112,112,1
1863,"-","Vila Real","Chaves","Eiras","1900-01-01 17:43:33","07:25:33","fire",2014-08-01 01:00:00,14:32:00,2014-08-01 01:00:00,18:20:00,2014-08-01 01:00:00,14:44:00,NA,1,0.3,0,1.3,1.3,1
1864,"Entre Douro e Minho","Vila Real","Ribeira de Pena","Cerva","41º27'23.0184000000111''","7º52'2.78040000000026''","firepit",2014-08-01 01:00:00,14:37:00,2014-08-01 01:00:00,15:15:00,2014-08-01 01:00:00,14:40:00,NA,0,0.3,0,0.3,0.3,1
1865,"-","Évora","Estremoz","Santa Vitória do Ameixial","00:38:55","00:07:41","agriculture",2014-08-01 01:00:00,16:14:00,2014-08-01 01:00:00,19:25:00,2014-08-01 01:00:00,16:32:00,NA,0,0,1.37,0,1.37,0
1866,"Trás-os-Montes","Bragança","Torre de Moncorvo","Larinho","41º11'37.6439999999997''","7º1'2.60759999999976''","firepit",2014-08-01 01:00:00,17:07:00,2014-08-01 01:00:00,17:37:00,2014-08-01 01:00:00,17:09:00,NA,0.15,0,0,0.15,0.15,0
1867,"Trás-os-Montes","Bragança","Torre de Moncorvo","Açoreira","41º8'23.7372000000005''","7º4'4.6847999999985''","fire",2014-08-01 01:00:00,17:07:00,2014-08-01 01:00:00,19:40:00,2014-08-01 01:00:00,17:10:00,NA,0,2.37,0,2.37,2.37,1
1868,"-","Bragança","Carrazeda de Ansiães","União das freguesias de Lavandeira, Beira Grande e Selores","41º11'37''","7º18'2''","fire",2014-08-01 01:00:00,18:18:00,2014-08-01 01:00:00,22:28:00,2014-08-01 01:00:00,18:35:00,NA,0.25,17.42,0,17.67,17.67,1
1869,"-","Santarém","Torres Novas","União das freguesias de Olaia e Paço","39º33'30''","8º29'16''","firepit",2014-08-01 01:00:00,19:30:00,2014-08-01 01:00:00,20:30:00,2014-08-01 01:00:00,19:45:00,NA,0,0.0854,0,0.0854,0.0854,0
1870,"Trás-os-Montes","Bragança","Macedo de Cavaleiros","Lagoa","41º26'35.4983999999939''","6º45'59.925599999999''","fire",2014-08-01 01:00:00,21:11:00,2014-08-02 01:00:00,07:12:00,2014-08-01 01:00:00,21:39:00,NA,0,33.97,2.32,33.97,36.29,1
1871,"Ribatejo e Oeste","Santarém","Alcanena","Bugalhos","39º25'26.9040000000047''","8º39'4.42799999999991''","firepit",2014-08-01 01:00:00,21:12:00,2014-08-02 01:00:00,00:20:00,2014-08-01 01:00:00,21:45:00,NA,0,0.4823,0,0.4823,0.4823,1
1872,"Algarve","Faro","Loulé","Boliqueime","00:37:07.600","00:08:10.100","firepit",2014-08-01 01:00:00,21:36:00,2014-08-01 01:00:00,23:11:00,2014-08-01 01:00:00,21:55:00,NA,0,0.04,0,0.04,0.04,0
1873,"Alentejo","Beja","Moura","Santo Agostinho","38º8'10.1292000000041''","7º26'13.4448''","agriculture",2014-08-01 01:00:00,22:10:00,2014-08-01 01:00:00,23:10:00,2014-08-01 01:00:00,22:28:00,NA,0,0,0.1,0,0.1,0
1874,"Alentejo","Beja","Almodôvar","Santa Cruz","37º25'50.0412000000125''","7º58'49.3787999999992''","agriculture",2014-08-02 01:00:00,00:42:00,2014-08-02 01:00:00,01:55:00,2014-08-02 01:00:00,01:01:00,NA,0,0,0.084,0,0.084,0
1875,"Trás-os-Montes","Vila Real","Vila Pouca de Aguiar","Capeludos","41º37'31.3391999999953''","7º37'37.9271999999985''","firepit",2014-08-02 01:00:00,01:00:00,2014-08-02 01:00:00,02:30:00,2014-08-02 01:00:00,01:00:00,NA,0,0.02,0,0.02,0.02,1
1876,"Trás-os-Montes","Vila Real","Vila Pouca de Aguiar","Capeludos","41:37:25","07:37:33","firepit",2014-08-02 01:00:00,01:30:00,2014-08-02 01:00:00,02:00:00,2014-08-02 01:00:00,01:45:00,NA,0.5,0,0,0.5,0.5,1
1877,"Alentejo","Portalegre","Marvão","São Salvador da Aramenha","39º23'22.0379999999932''","7º24'16.6500000000008''","agriculture",2014-08-02 01:00:00,10:38:00,2014-08-02 01:00:00,13:05:00,NA,NA,NA,0,0,0.1789,0,0.1789,1
1878,"-","Santarém","Santarém","São Vicente do Paul","00:39:20.036","00:08:39.618","agriculture",2014-08-02 01:00:00,12:44:00,2014-08-02 01:00:00,14:00:00,2014-08-02 01:00:00,13:03:00,NA,0,0,0.003,0,0.003,0
1879,"Algarve","Faro","Portimão","Mexilhoeira Grande","00:37:10.100","00:08:35.100","agriculture",2014-08-02 01:00:00,14:50:00,2014-08-02 01:00:00,16:18:00,2014-08-02 01:00:00,15:05:00,NA,0,0,0.06,0,0.06,0
1880,"Algarve","Faro","Albufeira","Ferreiras","00:37:08.500","00:08:14.600","agriculture",2014-08-02 01:00:00,18:57:00,2014-08-02 01:00:00,20:02:00,2014-08-02 01:00:00,19:05:00,NA,0,0,0.1431,0,0.1431,0
1881,"Ribatejo e Oeste","Santarém","Salvaterra de Magos","Marinhais","39º3'22.4999999999949''","8º40'25.1400000000011''","agriculture",2014-08-02 01:00:00,19:12:00,2014-08-02 01:00:00,21:00:00,2014-08-02 01:00:00,19:29:00,NA,0,0,0.5711,0,0.5711,1
1882,"Algarve","Faro","Faro","Estói","00:37:04.800","00:07:53.700","firepit",2014-08-03 01:00:00,04:47:00,2014-08-03 01:00:00,05:16:00,2014-08-03 01:00:00,04:55:00,NA,0,1e-04,0,1e-04,1e-04,0
1883,"Ribatejo e Oeste","Setúbal","Palmela","Poceirão","38º42'11.6279999999921''","8º43'35.2991999999976''","fire",2014-08-03 01:00:00,14:45:00,2014-08-03 01:00:00,18:39:00,2014-08-03 01:00:00,15:00:00,NA,0,5.1,0,5.1,5.1,0
1884,"Ribatejo e Oeste","Santarém","Sardoal","Sardoal","39º33'20.2032000000128''","8º9'31.2660000000007''","fire",2014-08-03 01:00:00,15:44:00,2014-08-03 01:00:00,18:35:00,2014-08-03 01:00:00,15:49:00,NA,5.0053,0,0,5.0053,5.0053,1
1885,"Algarve","Faro","Silves","Alcantarilha","00:37:07.200","00:08:20.400","agriculture",2014-08-03 01:00:00,17:15:00,2014-08-03 01:00:00,19:30:00,2014-08-03 01:00:00,17:26:00,NA,0,0,0.37,0,0.37,0
1886,"Beira Litoral","Leiria","Leiria","Caranguejeira","39º43'25.5720000000065''","8º40'30.3420000000024''","firepit",2014-08-03 01:00:00,18:01:00,2014-08-03 01:00:00,21:35:00,2014-08-03 01:00:00,18:12:00,NA,0.2,0,0,0.2,0.2,1
1887,"Beira Interior","Guarda","Almeida","Malhada Sorda","00:40:32.950","06:54:56","agric_burn",2014-08-04 01:00:00,07:57:00,2014-08-04 01:00:00,09:50:00,2014-08-04 01:00:00,07:57:00,NA,0,0,0.002,0,0.002,0
1888,"Beira Interior","Castelo Branco","Castelo Branco","São Vicente da Beira","40º3'13.2552000000072''","7º32'11.8967999999998''","agriculture",2014-08-04 01:00:00,09:39:00,2014-08-04 01:00:00,11:35:00,2014-08-04 01:00:00,10:00:00,NA,0,0,0.005,0,0.005,0
1889,"Trás-os-Montes","Viseu","Moimenta da Beira","Sarzedo","41º0'29.6748000000008''","7º39'53.2187999999996''","firepit",2014-08-04 01:00:00,11:28:00,2014-08-04 01:00:00,13:00:00,2014-08-04 01:00:00,11:38:00,NA,0,0.37,0,0.37,0.37,0
1890,"-","Coimbra","Coimbra","União das freguesias de São Martinho de Árvore e Lamarosa","40º15'37''","8º34'34''","agriculture",2014-08-04 01:00:00,14:47:00,2014-08-04 01:00:00,15:20:00,2014-08-04 01:00:00,14:58:00,NA,0,0,0.02,0,0.02,0
1891,"Algarve","Faro","Portimão","Portimão","00:37:09.260","00:08:32.210","firepit",2014-08-04 01:00:00,15:12:00,2014-08-04 01:00:00,16:01:00,2014-08-04 01:00:00,15:20:00,NA,0,0.0197,0,0.0197,0.0197,0
1892,"Ribatejo e Oeste","Santarém","Santarém","Gançaria","39º24'18.3240000000046''","8º52'53.536800000003''","agriculture",2014-08-04 01:00:00,17:15:00,2014-08-04 01:00:00,18:41:00,2014-08-04 01:00:00,17:23:00,NA,0,0,0.1645,0,0.1645,0
1893,"Ribatejo e Oeste","Lisboa","ODIVELAS","Pontinha","38º47'33.0971999999991''","9º13'22.170000000001''","agric_burn",2014-08-04 01:00:00,23:15:00,2014-08-05 01:00:00,00:11:00,2014-08-04 01:00:00,23:35:00,NA,0,0.02,0,0.02,0.02,0
1894,"Trás-os-Montes","Vila Real","Mesão frio","Vila Marim","41º10'28.5203999999908''","7º52'36.901199999999''","firepit",2014-08-04 01:00:00,23:34:00,2014-08-05 01:00:00,00:15:00,2014-08-04 01:00:00,23:40:00,NA,0,0.001,0,0.001,0.001,1
1895,"Trás-os-Montes","Viseu","Lamego","Penude","41º4'5.86199999999678''","7º51'29.8511999999986''","firepit",2014-08-05 01:00:00,00:02:00,2014-08-05 01:00:00,00:50:00,2014-08-05 01:00:00,00:03:00,NA,0,0.02,0,0.02,0.02,0
1896,"Ribatejo e Oeste","Setúbal","Montijo","Santo Isidro de Pegões","38º41'40.3440000000126''","8º43'49.1268000000024''","firepit",2014-08-05 01:00:00,00:46:00,2014-08-05 01:00:00,02:15:00,2014-08-05 01:00:00,01:00:00,NA,0,0.015,0,0.015,0.015,1
1897,"Ribatejo e Oeste","Santarém","Vila Nova da Barquinha","Praia do Ribatejo","39º27'47.5847999999917''","8º22'57.7811999999983''","firepit",2014-08-05 01:00:00,03:35:00,2014-08-05 01:00:00,04:22:00,2014-08-05 01:00:00,03:50:00,NA,0,0.1054,0,0.1054,0.1054,1
1898,"Alentejo","Beja","Beja","Santa Maria da Feira","38º1'42.0059999999944''","7º51'53.2331999999991''","agriculture",2014-08-05 01:00:00,10:10:00,2014-08-05 01:00:00,12:53:00,2014-08-05 01:00:00,10:25:00,NA,0,0,0.9,0,0.9,1
1899,"Trás-os-Montes","Bragança","Mirandela","Mirandela","41º29'3.09479999999155''","7º10'13.7063999999985''","firepit",2014-08-05 01:00:00,10:54:00,2014-08-05 01:00:00,11:20:00,2014-08-05 01:00:00,10:57:00,NA,0,4e-04,0,4e-04,4e-04,0
1900,"Beira Interior","Castelo Branco","Sertã","Sertã","39º50'34.2132000000106''","8º5'23.8127999999989''","fire",2014-08-05 01:00:00,10:57:00,2014-08-05 01:00:00,12:05:00,2014-08-05 01:00:00,11:05:00,NA,1.217,0,0.899,1.217,2.116,0
1901,"Algarve","Faro","Silves","Silves","00:37:12","00:08:26.200","firepit",2014-08-05 01:00:00,13:19:00,2014-08-05 01:00:00,15:20:00,2014-08-05 01:00:00,13:20:00,NA,0,5e-04,0,5e-04,5e-04,0
1902,"Alentejo","Beja","Odemira","São Martinho das Amoreiras","00:37:39","00:08:21","fire",2014-08-05 01:00:00,15:34:00,2014-08-05 01:00:00,19:15:00,2014-08-05 01:00:00,15:44:00,NA,1.1539,0,0,1.1539,1.1539,0
1903,"Trás-os-Montes","Bragança","Bragança","Babe","41º49'18.6383999999953''","6º39'44.4491999999985''","firepit",2014-08-05 01:00:00,16:10:00,2014-08-05 01:00:00,17:00:00,2014-08-05 01:00:00,16:23:00,NA,0,0.12,0,0.12,0.12,0
1904,"Alentejo","Beja","Moura","São João Baptista","00:38:09.200","00:07:25.600","fire",2014-08-05 01:00:00,16:40:00,2014-08-05 01:00:00,21:05:00,2014-08-05 01:00:00,16:52:00,NA,86.8,0,0,86.8,86.8,0
1905,"Beira Interior","Castelo Branco","Fundão","Enxames","40º10'0.99840000000313''","7º22'10.9992000000012''","agriculture",2014-08-05 01:00:00,17:25:00,2014-08-05 01:00:00,18:15:00,2014-08-05 01:00:00,17:29:00,NA,0,0,8e-04,0,8e-04,0
1906,"-","Évora","Estremoz","Santa Maria","1900-01-01 14:50:43","00:07:38","agric_burn",2014-08-05 01:00:00,17:26:00,2014-08-05 01:00:00,18:20:00,2014-08-05 01:00:00,17:33:00,NA,0,0,1e-04,0,1e-04,0
1907,"Entre Douro e Minho","Braga","Braga","Palmeira","41:35:22","08:25:58","agriculture",2014-08-05 01:00:00,17:28:00,2014-08-05 01:00:00,18:40:00,2014-08-05 01:00:00,17:35:00,NA,0,0,0.05,0,0.05,0
1908,"Algarve","Faro","Silves","São Bartolomeu de Messines","00:37:18.300","08:19:16","firepit",2014-08-05 01:00:00,17:58:00,2014-08-05 01:00:00,19:28:00,2014-08-05 01:00:00,18:11:00,NA,0,0.1787,0,0.1787,0.1787,0
1909,"Trás-os-Montes","Bragança","Mirandela","Mascarenhas","41º34'30.2807999999919''","7º9'51.5915999999992''","fire",2014-08-05 01:00:00,18:41:00,2014-08-05 01:00:00,22:05:00,2014-08-05 01:00:00,18:56:00,NA,7.55,12.34,1.66,19.89,21.55,1
1910,"Alentejo","Portalegre","Avis","Avis","39º4'15.1931999999965''","7º54'34.6788000000013''","agriculture",2014-08-05 01:00:00,18:55:00,2014-08-05 01:00:00,20:00:00,NA,NA,NA,0,0,0.192,0,0.192,0
1911,"Alentejo","Évora","Vila Viçosa","Bencatel","00:38:44","07:27:38","agriculture",2014-08-05 01:00:00,21:10:00,2014-08-05 01:00:00,22:35:00,2014-08-05 01:00:00,21:18:00,NA,0,0,0.64,0,0.64,0
1912,"Trás-os-Montes","Bragança","Torre de Moncorvo","Maçores","41º7'40.3428000000036''","6º59'53.7503999999993''","fire",2014-08-05 01:00:00,22:45:00,2014-08-06 01:00:00,02:30:00,2014-08-05 01:00:00,23:04:00,NA,0,7.66,0,7.66,7.66,0
